,Source IP,Source Port,Destination IP,Destination Port,Protocol,Traffic Label,App Label
1336,192.168.68.71,52997,151.106.248.1,8181,17,Chat,
1337,192.168.68.71,50014,13.248.205.128,8181,17,Gaming,
1338,192.168.68.71,51172,43.229.65.1,8181,17,Gaming,
1339,192.168.68.71,64223,75.2.49.107,8181,17,Gaming,
1340,192.168.68.71,64858,76.223.1.250,8181,17,Chat,
1341,192.168.68.71,50452,162.247.241.2,443,6,Gaming,
1342,192.168.68.71,53454,13.248.220.97,8181,17,Gaming,
1343,192.168.68.71,52958,76.223.72.224,8181,17,Gaming,
1344,192.168.68.71,64296,75.2.49.107,8181,17,Gaming,
1345,192.168.68.71,50183,104.16.120.50,443,6,File Transfer,
1346,188.42.147.101,443,192.168.68.71,50454,6,Chat,
1347,192.168.68.71,52933,43.229.65.1,8181,17,Gaming,
1348,192.168.68.71,52982,75.2.69.178,8181,17,Chat,
1349,192.168.68.71,50013,99.83.187.195,8181,17,Gaming,
1350,192.168.68.71,52947,99.83.136.104,8181,17,Gaming,
1351,192.168.68.71,57950,162.159.61.3,443,17,File Transfer,
1352,192.168.68.72,56472,239.255.255.250,1900,17,Streaming,
1353,192.168.68.71,50245,162.247.241.2,443,6,Gaming,
1354,192.168.68.71,64256,99.83.187.195,8181,17,Gaming,
1355,192.168.68.71,53440,151.106.248.1,8181,17,Gaming,
1356,192.168.68.71,50000,151.106.248.1,8181,17,Chat,
1357,192.168.68.71,64259,43.229.65.1,8181,17,Gaming,
1358,192.168.68.71,64197,99.83.157.116,8181,17,Chat,
1359,192.168.68.71,51193,99.83.187.195,8181,17,Gaming,
1360,192.168.68.71,49985,43.229.65.1,8181,17,Gaming,
1361,192.168.68.71,64305,13.248.197.71,8181,17,Gaming,
1362,192.168.68.71,50122,43.229.65.1,8181,17,Gaming,
1363,192.168.68.71,53546,75.2.66.166,8181,17,Gaming,
1364,192.168.68.71,53469,99.83.136.104,8181,17,Gaming,
1365,192.168.68.71,52977,99.83.136.104,8181,17,Gaming,
1366,192.168.68.71,51223,43.229.65.1,8181,17,Gaming,
1367,192.168.68.1,32911,239.255.255.250,1900,17,Gaming,
1368,192.168.68.71,51254,76.223.71.164,8181,17,Gaming,
1369,192.168.68.71,64178,43.229.65.1,8181,17,Gaming,
1370,192.168.68.71,64274,76.223.71.142,8181,17,Gaming,
1371,192.168.68.71,62038,1.1.1.1,53,17,File Transfer,
1372,104.46.162.224,443,192.168.68.71,50474,6,Chat,
1373,192.168.68.71,52953,76.223.1.250,8181,17,Chat,
1374,192.168.68.1,59164,224.0.0.251,5353,17,Gaming,
1375,192.168.68.71,53424,13.248.220.97,8181,17,Gaming,
1376,192.168.68.71,51333,66.22.221.9,50008,17,VoIP,
1377,192.168.68.71,53533,151.106.248.1,8181,17,Gaming,
1378,192.168.68.71,52941,151.106.248.1,8181,17,File Transfer,
1379,192.168.68.71,64938,13.248.197.71,8181,17,Gaming,
1380,192.168.68.71,52932,13.248.220.97,8181,17,Gaming,
1381,188.42.147.101,443,192.168.68.71,50598,6,Chat,
1382,192.168.68.71,64205,151.106.248.1,8181,17,Gaming,
1383,192.168.68.71,53990,66.22.221.9,50008,17,VoIP,
1384,192.168.68.71,52972,151.106.248.1,8181,17,Gaming,
1385,192.168.68.71,64050,162.159.128.233,443,17,VoIP,
1386,192.168.68.71,52897,13.248.220.97,8181,17,Gaming,
1387,192.168.68.71,53443,75.2.49.107,8181,17,Gaming,
1388,192.168.68.71,51233,75.2.69.178,8181,17,File Transfer,
1389,188.42.147.101,443,192.168.68.71,50455,6,Chat,
1390,192.168.68.71,52899,76.223.72.224,8181,17,Gaming,
1391,192.168.68.71,49979,66.22.221.9,50008,17,VoIP,
1392,192.168.68.71,50022,99.83.157.116,8181,17,Chat,
1393,192.168.68.71,51246,43.229.65.1,8181,17,Gaming,
1394,192.168.68.71,64190,76.223.71.142,8181,17,Gaming,
1395,192.168.68.71,50104,99.83.187.195,8181,17,Gaming,
1396,192.168.68.71,53520,75.2.69.178,8181,17,Chat,
1397,192.168.68.71,64827,13.248.193.101,8181,17,Chat,
1398,209.197.3.8,80,192.168.68.71,50396,6,VoIP,
1399,192.168.68.71,53433,13.248.197.71,8181,17,Gaming,
1400,192.168.68.71,50080,76.223.71.164,8181,17,Gaming,
1401,192.168.68.71,50386,20.24.121.134,443,6,VoIP,
1402,192.168.68.71,64875,151.106.248.1,8181,17,Chat,
1403,192.168.68.71,50139,43.229.65.1,8181,17,Gaming,
1404,192.168.68.71,50109,76.223.71.164,8181,17,Gaming,
1405,51.11.168.232,443,192.168.68.71,50573,6,Chat,
1406,192.168.68.71,53572,99.83.136.104,8181,17,Gaming,
1407,192.168.68.71,51163,13.248.220.97,8181,17,Gaming,
1408,192.168.68.71,53049,43.229.65.1,8181,17,Gaming,
1409,192.168.68.71,50094,76.223.71.164,8181,17,Gaming,
1410,192.168.68.71,64921,76.223.71.142,8181,17,Gaming,
1411,192.168.68.71,50557,192.229.232.200,443,6,Streaming,
1412,192.168.68.71,52959,13.248.220.97,8181,17,Gaming,
1413,192.168.68.71,53027,99.83.136.104,8181,17,Gaming,
1414,192.168.68.71,64285,76.223.71.164,8181,17,Gaming,
1415,192.168.68.71,53570,76.223.71.142,8181,17,Gaming,
1416,188.42.147.101,443,192.168.68.71,50599,6,Chat,
1417,192.168.68.71,64257,151.106.248.1,8181,17,Gaming,
1418,192.168.68.71,53483,99.83.157.116,8181,17,File Transfer,
1419,192.168.68.71,64267,13.248.193.101,8181,17,Chat,
1420,192.168.68.71,64159,43.229.65.1,8181,17,Gaming,
1421,192.168.68.71,53485,43.229.65.1,8181,17,Gaming,
1422,192.168.68.71,63161,76.223.72.224,8181,17,Gaming,
1423,192.168.68.71,50010,43.229.65.1,8181,17,Gaming,
1424,192.168.68.71,52991,76.223.71.164,8181,17,Gaming,
1425,192.168.68.71,64925,13.248.205.128,8181,17,Gaming,
1426,192.168.68.71,64188,13.248.220.97,8181,17,Gaming,
1427,192.168.68.71,64187,76.223.71.164,8181,17,Gaming,
1428,192.168.68.72,49184,239.255.255.250,3702,17,Email,
1429,192.168.68.71,64238,99.83.157.116,8181,17,Chat,
1430,192.168.68.71,50056,99.83.187.195,8181,17,Gaming,
1431,192.168.68.71,44376,188.42.147.253,54012,17,Gaming,
1432,192.168.68.71,64949,13.248.197.71,8181,17,Gaming,
1433,192.168.68.71,53438,151.106.248.1,8181,17,Chat,
1434,192.168.68.71,53044,13.248.197.71,8181,17,Gaming,
1435,192.168.68.71,64219,75.2.69.178,8181,17,Chat,
1436,192.168.68.71,64221,151.106.248.1,8181,17,Gaming,
1437,192.168.68.71,51146,99.83.157.116,8181,17,Gaming,
1438,192.168.68.71,51236,76.223.71.142,8181,17,Gaming,
1439,192.168.68.71,53425,76.223.71.142,8181,17,Gaming,
1440,192.168.68.71,63782,66.22.221.9,50008,17,VoIP,
1441,192.168.68.71,64180,76.223.1.250,8181,17,Chat,
1442,192.168.68.71,53586,43.229.65.1,8181,17,Gaming,
1443,192.168.68.71,50111,43.229.65.1,8181,17,Gaming,
1444,192.168.68.71,53437,13.248.193.101,8181,17,Chat,
1445,192.168.68.71,64880,75.2.49.107,8181,17,Gaming,
1446,192.168.68.71,50421,104.74.52.52,443,6,Streaming,
1447,192.168.68.71,64876,76.223.71.142,8181,17,Gaming,
1448,192.168.68.71,52984,151.106.248.1,8181,17,Chat,
1449,192.168.68.71,51220,76.223.1.250,8181,17,Chat,
1450,192.168.68.71,53021,43.229.65.1,8181,17,Gaming,
1451,192.168.68.71,53491,76.223.72.224,8181,17,Gaming,
1452,192.168.68.71,51250,75.2.66.166,8181,17,Gaming,
1453,192.168.68.71,51261,13.248.220.97,8181,17,Gaming,
1454,192.168.68.71,50002,43.229.65.1,8181,17,Gaming,
1455,192.168.68.71,64288,13.248.197.71,8181,17,Gaming,
1456,192.168.68.71,53477,43.229.65.1,8181,17,Gaming,
1457,192.168.68.57,0,239.255.255.250,0,0,Email,
1458,192.168.68.71,64163,75.2.66.166,8181,17,Gaming,
1459,192.168.68.71,51601,224.0.0.252,5355,17,Email,
1460,188.42.147.101,443,192.168.68.71,50444,6,Chat,
1461,192.168.68.71,51201,75.2.49.107,8181,17,Gaming,
1462,192.168.68.71,64892,76.223.72.224,8181,17,Gaming,
1463,192.168.68.71,51189,151.106.248.1,8181,17,File Transfer,
1464,8.241.138.126,80,192.168.68.71,50490,6,Streaming,
1465,192.168.68.71,51209,13.248.193.101,8181,17,Chat,
1466,192.168.68.64,0,224.0.0.22,0,0,File Transfer,
1467,192.168.68.71,64812,75.2.69.178,8181,17,Chat,
1468,192.168.68.71,51185,75.2.69.178,8181,17,Chat,
1469,192.168.68.71,64380,66.22.221.9,50008,17,VoIP,
1470,192.168.68.71,64831,76.223.71.164,8181,17,Gaming,
1471,23.209.46.68,80,192.168.68.71,50565,6,Chat,
1472,192.168.68.71,53426,13.248.205.128,8181,17,Gaming,
1473,188.42.147.101,443,192.168.68.71,50531,6,Chat,
1474,192.168.68.72,64119,239.255.255.250,1900,17,Streaming,
1475,192.168.68.71,50009,151.106.248.1,8181,17,Gaming,
1476,192.168.68.71,64209,13.248.205.128,8181,17,Gaming,
1477,192.168.68.71,52951,13.248.205.128,8181,17,Gaming,
1478,192.168.68.71,64908,13.248.220.97,8181,17,Gaming,
1479,188.42.147.101,443,192.168.68.71,50457,6,Chat,
1480,192.168.68.71,53589,43.229.65.1,8181,17,Gaming,
1481,192.168.68.71,52902,43.229.65.1,8181,17,Gaming,
1482,192.168.68.71,64804,75.2.69.178,8181,17,Chat,
1484,192.168.68.71,58649,1.1.1.1,53,17,File Transfer,
1485,192.168.68.1,51978,224.0.0.251,5353,17,Gaming,
1486,192.168.68.71,53463,43.229.65.1,8181,17,Gaming,
1487,192.168.68.71,64844,76.223.1.250,8181,17,Chat,
1488,188.42.147.101,443,192.168.68.71,50566,6,Chat,
1489,8.241.138.124,80,192.168.68.71,50461,6,Chat,
1490,192.168.68.71,64170,99.83.136.104,8181,17,Gaming,
1491,192.168.68.71,53460,43.229.65.1,8181,17,Gaming,
1492,192.168.68.71,50061,99.83.157.116,8181,17,Chat,
1493,192.168.68.53,52792,239.255.255.250,1900,17,Streaming,
1494,192.168.68.71,52988,75.2.49.107,8181,17,Gaming,
1495,192.168.68.71,51141,151.106.248.1,8181,17,Gaming,
1496,192.168.68.71,51206,75.2.66.166,8181,17,Gaming,
1497,192.168.68.71,53541,75.2.49.107,8181,17,Gaming,
1498,192.168.68.71,53442,99.83.187.195,8181,17,Gaming,
1499,52.137.106.217,443,192.168.68.71,50395,6,File Transfer,
1500,188.42.147.101,443,192.168.68.71,50468,6,Chat,
1501,192.168.68.71,53478,99.83.187.195,8181,17,Gaming,
1502,192.168.68.71,64165,76.223.71.164,8181,17,Gaming,
1503,192.168.68.71,52915,151.106.248.1,8181,17,Gaming,
1504,192.168.68.1,51460,224.0.0.251,5353,17,Gaming,
1505,192.168.68.71,64192,43.229.65.1,8181,17,Gaming,
1506,192.168.68.71,51282,43.229.65.1,8181,17,Gaming,
1507,192.168.68.71,50019,99.83.136.104,8181,17,Gaming,
1508,192.168.68.71,49956,1.1.1.1,53,17,Chat,
1509,192.168.68.71,53047,13.248.197.71,8181,17,Gaming,
1510,192.168.68.71,49991,76.223.72.224,8181,17,Gaming,
1511,192.168.68.71,51257,75.2.49.107,8181,17,Gaming,
1512,192.168.68.71,55418,172.64.41.3,443,17,File Transfer,
1513,192.168.68.71,50603,104.65.228.142,443,6,Chat,
1514,192.168.68.71,64853,151.106.248.1,8181,17,Gaming,
1515,192.168.68.71,49978,1.1.1.1,53,17,Chat,
1516,192.168.68.71,52920,13.248.205.128,8181,17,Gaming,
1517,192.168.68.71,50084,13.248.193.101,8181,17,Chat,
1518,192.168.68.71,53576,13.248.220.97,8181,17,Gaming,
1519,192.168.68.71,53508,151.106.248.1,8181,17,Gaming,
1520,192.168.68.71,52930,76.223.72.224,8181,17,Gaming,
1521,192.168.68.71,51180,75.2.66.166,8181,17,Gaming,
1522,192.168.68.71,50130,43.229.65.1,8181,17,Gaming,
1523,192.168.68.71,52992,99.83.187.195,8181,17,Gaming,
1524,192.168.68.71,50089,76.223.71.142,8181,17,Gaming,
1525,192.168.68.71,52979,13.248.193.101,8181,17,Chat,
1526,192.168.68.71,64279,43.229.65.1,8181,17,Gaming,
1527,192.168.68.71,64324,43.229.65.1,8181,17,Gaming,
1528,192.168.68.71,53580,99.83.136.104,8181,17,Gaming,
1529,192.168.68.71,52961,76.223.71.142,8181,17,Gaming,
1530,192.168.68.71,53436,99.83.157.116,8181,17,Chat,
1531,192.168.68.72,59867,239.255.255.250,1900,17,Streaming,
1532,192.168.68.71,64322,13.248.197.71,8181,17,Gaming,
1533,192.168.68.71,53522,99.83.136.104,8181,17,Gaming,
1534,192.168.68.71,50208,104.18.18.119,443,6,Streaming,
1535,188.42.147.101,443,192.168.68.71,50390,6,Chat,
1536,192.168.68.71,50047,99.83.136.104,8181,17,Gaming,
1537,192.168.68.71,53500,99.83.157.116,8181,17,Chat,
1538,188.42.147.101,443,192.168.68.71,50544,6,Chat,
1539,192.168.68.71,64898,76.223.71.164,8181,17,Gaming,
1540,192.168.68.71,64243,43.229.65.1,8181,17,Gaming,
1541,192.168.68.71,52937,99.83.187.195,8181,17,Gaming,
1542,192.168.68.71,64805,76.223.1.250,8181,17,Chat,
1543,192.168.68.71,64319,76.223.72.224,8181,17,Gaming,
1544,192.168.68.71,51285,43.229.65.1,8181,17,Gaming,
1545,192.168.68.71,52927,99.83.136.104,8181,17,Gaming,
1546,192.168.68.71,64846,75.2.66.166,8181,17,Gaming,
1547,192.168.68.71,50576,162.159.135.234,443,6,File Transfer,
1548,188.42.147.101,443,192.168.68.71,50446,6,Chat,
1549,192.168.68.71,51191,13.248.220.97,8181,17,Gaming,
1550,192.168.68.71,50192,104.18.25.250,443,6,File Transfer,
1551,192.168.68.71,57590,1.1.1.1,53,17,Chat,
1552,188.42.147.101,443,192.168.68.71,50400,6,Chat,
1553,192.168.68.71,51240,43.229.65.1,8181,17,Gaming,
1554,192.168.68.71,64270,151.106.248.1,8181,17,Gaming,
1555,192.168.68.71,51216,76.223.71.164,8181,17,Gaming,
1556,13.85.23.206,443,192.168.68.71,50512,6,Chat,
1557,192.168.68.71,50065,76.223.1.250,8181,17,Chat,
1558,192.168.68.72,62646,239.255.255.250,1900,17,Streaming,
1559,192.168.68.71,64297,99.83.187.195,8181,17,Gaming,
1560,192.168.68.71,64918,151.106.248.1,8181,17,Gaming,
1561,192.168.68.71,49837,104.16.55.40,443,6,File Transfer,
1562,192.168.68.71,64829,13.248.220.97,8181,17,Gaming,
1563,192.168.68.71,64327,43.229.65.1,8181,17,Gaming,
1564,192.168.68.71,64276,75.2.49.107,8181,17,Gaming,
1565,192.168.68.71,63156,76.223.71.142,8181,17,Gaming,
1566,192.168.68.71,64217,76.223.1.250,8181,17,Chat,
1567,192.168.68.71,51188,99.83.157.116,8181,17,Chat,
1568,192.168.68.71,52904,75.2.49.107,8181,17,Gaming,
1569,192.168.68.71,64935,151.106.248.1,8181,17,Gaming,
1570,8.241.138.124,80,192.168.68.71,50435,6,Chat,
1571,192.168.68.71,53042,13.248.220.97,8181,17,Gaming,
1572,188.42.147.101,443,192.168.68.71,50620,6,Chat,
1573,192.168.68.71,53452,99.83.157.116,8181,17,Chat,
1574,192.168.68.71,64847,43.229.65.1,8181,17,Gaming,
1575,192.168.68.71,50050,13.248.197.71,8181,17,Gaming,
1576,192.168.68.71,50099,43.229.65.1,8181,17,Gaming,
1577,192.168.68.71,50021,76.223.1.250,8181,17,Chat,
1578,192.168.68.71,50246,104.16.55.40,443,6,Email,
1579,192.168.68.71,51138,13.248.220.97,8181,17,Gaming,
1580,192.168.68.1,40350,224.0.0.251,5353,17,Gaming,
1581,192.168.68.71,50045,75.2.69.178,8181,17,Chat,
1582,192.168.68.71,53054,43.229.65.1,8181,17,Gaming,
1583,192.168.68.1,36842,224.0.0.251,5353,17,Gaming,
1584,192.168.68.71,51182,76.223.71.164,8181,17,Gaming,
1585,192.168.68.71,50048,151.106.248.1,8181,17,Gaming,
1586,188.42.147.101,443,192.168.68.71,50568,6,Chat,
1587,192.168.68.71,52949,43.229.65.1,8181,17,Gaming,
1588,192.168.68.71,50239,104.16.55.40,443,6,Chat,
1589,192.168.68.71,64309,76.223.71.142,8181,17,Gaming,
1590,192.168.68.1,44163,224.0.0.251,5353,17,Gaming,
1591,192.168.68.71,64295,13.248.205.128,8181,17,Gaming,
1592,192.168.68.71,64909,43.229.65.1,8181,17,Gaming,
1593,23.202.34.131,443,192.168.68.71,50227,6,File Transfer,
1594,192.168.68.71,51274,43.229.65.1,8181,17,Gaming,
1595,192.168.68.71,57963,172.64.41.3,443,17,File Transfer,
1596,192.168.68.71,52954,13.248.193.101,8181,17,Gaming,
1597,192.168.68.71,64294,76.223.71.142,8181,17,Gaming,
1598,192.168.68.71,64198,43.229.65.1,8181,17,Gaming,
1599,192.168.68.71,50365,1.1.1.1,53,17,File Transfer,
1600,192.168.68.71,50083,151.106.248.1,8181,17,Gaming,
1601,192.168.68.71,52955,99.83.157.116,8181,17,Gaming,
1602,192.168.68.71,53007,43.229.65.1,8181,17,Gaming,
1603,23.209.46.79,443,192.168.68.71,50583,6,File Transfer,
1604,192.168.68.71,55990,1.1.1.1,53,17,File Transfer,
1605,192.168.68.71,52970,99.83.187.195,8181,17,Gaming,
1606,192.168.68.71,50125,76.223.72.224,8181,17,Gaming,
1607,192.168.68.71,49848,162.247.241.2,443,6,Gaming,
1608,192.168.68.71,52967,99.83.157.116,8181,17,File Transfer,
1609,192.168.68.71,53023,75.2.49.107,8181,17,Gaming,
1610,192.168.68.71,64237,43.229.65.1,8181,17,Gaming,
1611,192.168.68.71,64227,76.223.71.142,8181,17,Gaming,
1612,192.168.68.71,53435,76.223.1.250,8181,17,File Transfer,
1613,192.168.68.71,64210,76.223.71.142,8181,17,Gaming,
1614,192.168.68.71,53575,43.229.65.1,8181,17,Gaming,
1615,192.168.68.71,53499,151.106.248.1,8181,17,Chat,
1616,192.168.68.1,47840,224.0.0.251,5353,17,Gaming,
1617,192.168.68.71,51167,151.106.248.1,8181,17,Gaming,
1618,192.168.68.1,47155,224.0.0.251,5353,17,Gaming,
1619,192.168.68.71,52905,43.229.65.1,8181,17,Gaming,
1620,192.168.68.71,53472,99.83.157.116,8181,17,Chat,
1621,192.168.68.71,54922,224.0.0.252,5355,17,Email,
1622,192.168.68.71,53583,76.223.72.224,8181,17,Gaming,
1623,192.168.68.71,53028,75.2.66.166,8181,17,Gaming,
1624,192.168.68.71,64202,13.248.197.71,8181,17,Gaming,
1625,192.168.68.71,51134,99.83.136.104,8181,17,Gaming,
1626,192.168.68.71,51175,13.248.193.101,8181,17,Chat,
1627,192.168.68.71,51213,43.229.65.1,8181,17,Gaming,
1628,192.168.68.71,51219,75.2.69.178,8181,17,Chat,
1629,192.168.68.72,52276,239.255.255.250,1900,17,Streaming,
1630,192.168.68.57,0,224.0.0.2,0,0,Streaming,
1631,192.168.68.71,64171,76.223.71.142,8181,17,Gaming,
1632,188.42.147.101,443,192.168.68.71,50448,6,Chat,
1633,192.168.68.71,53005,151.106.248.1,8181,17,Gaming,
1634,192.168.68.71,63043,1.1.1.1,53,17,Gaming,
1635,192.168.68.71,64885,151.106.248.1,8181,17,Gaming,
1636,192.168.68.71,59380,1.1.1.1,53,17,Chat,
1637,192.168.68.71,63158,99.83.136.104,8181,17,Gaming,
1638,192.168.68.71,58990,1.1.1.1,53,17,Chat,
1639,192.168.68.71,64924,13.248.197.71,8181,17,Gaming,
1640,192.168.68.71,50017,75.2.66.166,8181,17,Gaming,
1641,52.168.117.170,443,192.168.68.71,50622,6,Chat,
1642,103.41.69.203,443,192.168.68.71,50324,6,Streaming,
1643,192.168.68.71,53523,99.83.157.116,8181,17,Chat,
1644,192.168.68.71,53003,76.223.71.142,8181,17,Gaming,
1645,192.168.68.71,53528,43.229.65.1,8181,17,Gaming,
1646,162.159.135.234,443,192.168.68.71,49759,6,Gaming,
1647,192.168.68.72,0,224.0.0.22,0,0,Chat,
1648,188.42.147.101,443,192.168.68.71,50535,6,Chat,
1649,192.168.68.71,64185,75.2.66.166,8181,17,Gaming,
1650,192.168.68.71,64922,75.2.49.107,8181,17,Gaming,
1651,188.42.147.101,443,192.168.68.71,50415,6,Chat,
1652,192.168.68.71,64277,99.83.187.195,8181,17,Gaming,
1653,192.168.68.71,64290,151.106.248.1,8181,17,Gaming,
1654,192.168.68.71,64919,75.2.66.166,8181,17,Gaming,
1655,192.168.68.71,64247,75.2.66.166,8181,17,Gaming,
1656,192.168.68.71,51077,1.1.1.1,53,17,Chat,
1657,192.168.68.71,60168,66.22.221.9,50008,17,VoIP,
1658,192.168.68.71,49835,162.247.241.2,443,6,Gaming,
1659,192.168.68.71,53551,151.106.248.1,8181,17,Gaming,
1660,192.168.68.71,53428,76.223.71.164,8181,17,Gaming,
1661,192.168.68.71,64816,151.106.248.1,8181,17,Gaming,
1662,192.168.71.250,45291,192.168.71.255,20002,17,Gaming,
1663,192.168.68.71,52987,13.248.205.128,8181,17,Gaming,
1664,192.168.68.71,64825,76.223.1.250,8181,17,Chat,
1665,192.168.68.71,64184,99.83.136.104,8181,17,Gaming,
1666,192.168.68.71,58774,1.1.1.1,53,17,Gaming,
1667,192.168.68.71,64897,99.83.136.104,8181,17,Gaming,
1668,188.42.147.101,443,192.168.68.71,50524,6,Chat,
1669,192.168.68.71,64311,75.2.66.166,8181,17,Gaming,
1670,192.168.68.71,53529,76.223.71.142,8181,17,Gaming,
1671,192.168.68.71,64854,75.2.69.178,8181,17,File Transfer,
1672,192.168.68.71,64199,13.248.193.101,8181,17,File Transfer,
1673,192.168.68.71,49992,75.2.66.166,8181,17,Gaming,
1674,192.168.68.71,53568,13.248.220.97,8181,17,Gaming,
1675,192.168.68.71,64801,1.1.1.1,53,17,Gaming,
1676,192.168.68.71,52980,99.83.157.116,8181,17,Chat,
1677,188.42.147.101,443,192.168.68.71,50426,6,Chat,
1678,192.168.68.71,63155,43.229.65.1,8181,17,Gaming,
1679,192.168.68.61,5353,224.0.0.251,5353,17,File Transfer,
1680,192.168.68.71,51238,13.248.197.71,8181,17,Gaming,
1681,192.168.68.1,47572,224.0.0.251,5353,17,Gaming,
1682,192.168.68.71,51237,151.106.248.1,8181,17,Gaming,
1683,192.168.68.71,56419,1.1.1.1,53,17,File Transfer,
1684,192.168.68.71,50037,75.2.69.178,8181,17,Chat,
1685,8.241.138.126,80,192.168.68.71,50497,6,Email,
1686,188.42.147.101,443,192.168.68.71,50559,6,Chat,
1687,192.168.68.71,53441,43.229.65.1,8181,17,Gaming,
1688,192.168.68.72,63993,239.255.255.250,1900,17,Streaming,
1689,192.168.68.71,64299,43.229.65.1,8181,17,Gaming,
1690,192.168.68.71,51226,75.2.49.107,8181,17,Gaming,
1691,192.168.68.71,64890,13.248.193.101,8181,17,File Transfer,
1692,8.241.138.126,80,192.168.68.71,50489,6,Email,
1693,192.168.68.71,64175,13.248.193.101,8181,17,Chat,
1694,192.168.68.71,53039,75.2.66.166,8181,17,Gaming,
1695,192.168.68.71,64953,43.229.65.1,8181,17,Gaming,
1696,192.168.68.71,64173,151.106.248.1,8181,17,Chat,
1697,192.168.68.71,50129,13.248.220.97,8181,17,Gaming,
1698,192.168.68.71,51157,75.2.69.178,8181,17,Chat,
1699,192.168.68.71,64842,99.83.157.116,8181,17,Chat,
1700,192.168.68.71,64923,43.229.65.1,8181,17,Gaming,
1701,192.168.68.71,53420,75.2.66.166,8181,17,Gaming,
1702,188.42.147.101,443,192.168.68.71,50600,6,Chat,
1703,192.168.68.71,53531,99.83.187.195,8181,17,Gaming,
1704,192.168.68.71,53590,66.22.221.9,50008,17,File Transfer,
1705,192.168.68.71,51158,76.223.1.250,8181,17,File Transfer,
1706,192.168.68.71,50316,188.42.147.158,443,6,Email,
1707,192.168.68.71,64914,13.248.205.128,8181,17,Gaming,
1708,192.168.68.71,51280,13.248.220.97,8181,17,Gaming,
1709,188.42.147.101,443,192.168.68.71,50428,6,Chat,
1710,192.168.68.71,59760,1.1.1.1,53,17,Chat,
1711,192.168.68.71,64191,13.248.205.128,8181,17,Gaming,
1712,192.168.68.71,50074,75.2.49.107,8181,17,Gaming,
1713,8.241.138.126,80,192.168.68.71,50504,6,Streaming,
1714,192.168.68.71,53552,43.229.65.1,8181,17,Gaming,
1715,192.168.68.71,53579,75.2.66.166,8181,17,Gaming,
1716,192.168.68.71,50001,13.248.193.101,8181,17,Chat,
1717,192.168.68.71,53527,75.2.49.107,8181,17,Gaming,
1718,192.168.68.71,50020,75.2.69.178,8181,17,Chat,
1719,188.42.147.101,443,192.168.68.71,50404,6,Chat,
1720,192.168.68.71,53038,99.83.136.104,8181,17,Gaming,
1721,192.168.68.71,64811,75.2.49.107,8181,17,Gaming,
1722,8.241.138.126,80,192.168.68.71,50482,6,Email,
1723,192.168.68.65,5353,224.0.0.251,5353,17,Streaming,
1724,192.168.68.71,51199,151.106.248.1,8181,17,Gaming,
1725,192.168.68.71,64841,13.248.193.101,8181,17,File Transfer,
1726,192.168.68.71,51208,99.83.157.116,8181,17,Chat,
1727,192.168.68.71,64310,99.83.136.104,8181,17,Gaming,
1728,192.168.68.71,53489,13.248.197.71,8181,17,Gaming,
1729,192.168.68.71,50120,13.248.197.71,8181,17,Gaming,
1730,192.168.68.1,48550,224.0.0.251,5353,17,Gaming,
1731,192.168.68.71,50110,151.106.248.1,8181,17,Gaming,
1732,192.168.68.71,62286,1.1.1.1,53,17,Gaming,
1733,192.168.68.71,50624,20.205.104.58,443,6,Streaming,
1734,192.168.68.1,34353,224.0.0.251,5353,17,Gaming,
1735,192.168.68.71,50086,43.229.65.1,8181,17,Gaming,
1736,192.168.68.71,50131,43.229.65.1,8181,17,Gaming,
1737,192.168.68.71,51179,76.223.71.142,8181,17,Gaming,
1738,192.168.68.1,0,224.0.0.1,0,0,Chat,
1739,192.168.68.71,64194,151.106.248.1,8181,17,Gaming,
1740,192.168.68.71,50175,104.18.157.37,443,6,File Transfer,
1741,192.168.68.71,53497,43.229.65.1,8181,17,Gaming,
1742,192.168.68.71,49850,104.16.55.40,443,6,File Transfer,
1743,188.42.147.101,443,192.168.68.71,50601,6,Chat,
1744,192.168.68.71,64834,43.229.65.1,8181,17,Gaming,
1745,192.168.68.71,51137,13.248.197.71,8181,17,Gaming,
1746,192.168.68.71,64823,151.106.248.1,8181,17,File Transfer,
1747,192.168.68.71,53462,99.83.187.195,8181,17,Gaming,
1748,192.168.68.71,51268,76.223.72.224,8181,17,Gaming,
1749,192.168.68.71,50073,76.223.71.142,8181,17,Gaming,
1750,192.168.68.71,64204,151.106.248.1,8181,17,Gaming,
1751,192.168.68.71,64273,76.223.72.224,8181,17,Gaming,
1752,192.168.68.71,51171,151.106.248.1,8181,17,Gaming,
1753,192.168.68.71,64300,76.223.72.224,8181,17,Gaming,
1754,192.168.68.78,0,224.0.0.22,0,0,Streaming,
1755,192.168.68.71,52957,75.2.66.166,8181,17,Gaming,
1756,20.198.162.76,443,192.168.68.71,50666,6,Email,
1757,192.168.68.71,51247,99.83.136.104,8181,17,Gaming,
1758,192.168.68.71,64248,99.83.136.104,8181,17,Gaming,
1759,188.42.147.101,443,192.168.68.71,50527,6,Chat,
1760,192.168.68.71,51283,76.223.72.224,8181,17,Gaming,
1761,192.168.68.71,64893,76.223.1.250,8181,17,Chat,
1762,192.168.68.72,52074,239.255.255.250,1900,17,Streaming,
1763,188.42.147.101,443,192.168.68.71,50405,6,Chat,
1764,192.168.68.71,52910,99.83.157.116,8181,17,Chat,
